"Search Criteria: "

"Filing Operator:",,,"APACHE CORPORATION (027200)",,,,,,District:,,Statewide
"Prod Month:",,," Feb 2016",,,,,,"Lease Type:",,Both

,,,,,,,,,"Oil/Condensate (Whole Barrels)",,,,,"Gas/Casinghead Gas - MCF",,
,,,,,,,,,,,Disposition,,,,Disposition,
"Multiple Reports","Lease Type",District,"RRC Identifier","Field Name","Lease Name","Gas Well ID","Lease Total","Commingle Permit No.","On Hand Beginning of Month",Production,Volume,Code,"On Hand End of Month","Formation Production",Volume,Code
Y,Oil,7C,16577,"SPRABERRY (TREND AREA)",THOMAS,,,,916,"1,899","2,232","   00  ",583,"6,155",162,"   01  "
,,,,,,,,,,,,,,,"5,993","   02  "
Y,Oil,7C,16585,"SPRABERRY (TREND AREA)","SAU 32-4",,,,279,608,531,"   00  ",356,"4,108",422,"   02  "
,,,,,,,,,,,,,,,"3,686","   03  "
,Oil,7C,16594,"SPRABERRY (TREND AREA)","SAU 32-3",,,,18,113,107,"   00  ",24,"2,113","2,113","   03  "
,Oil,7C,16632,"SPRABERRY (TREND AREA)","SAU 40-4",,,,58,205,165,"   00  ",98,"1,588","1,588","   03  "
,Oil,7C,16669,"SPRABERRY (TREND AREA)","SAU 6-4",,,,178,691,665,"   00  ",204,"4,890","4,888","   03  "
,,,,,,,,,,,,,,,2,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,7C,16748,"SPRABERRY (TREND AREA)",WEBER,,,,595,"3,070","3,168","   00  ",497,"6,723",232,"   01  "
,,,,,,,,,,,,,,,"6,491","   03  "
,Oil,7C,16755,"SPRABERRY (TREND AREA)","NEAL 39",,,,336,840,645,"   00  ",531,"1,215",197,"   01  "
,,,,,,,,,,,,,,,"1,018","   02  "
,Oil,7C,16760,"SPRABERRY (TREND AREA)","ROSS 40",,,,523,"1,767","1,980","   00  ",310,"3,185",162,"   01  "
,,,,,,,,,,,,,,,"3,023","   02  "
,Oil,7C,16810,"SPRABERRY (TREND AREA)",BOMBER,,,,486,"1,989","2,177","   00  ",298,"5,127",81,"   01  "
,,,,,,,,,,,,,,,"5,046","   02  "
,Oil,7C,16822,"SPRABERRY (TREND AREA)","SAU MARINER 6H-2",,,,156,256,217,"   00  ",195,"1,955","1,955","   03  "
,Oil,7C,16829,"SPRABERRY (TREND AREA)",JEFFS,,,,102,636,630,"   00  ",108,"7,019","7,019","   03  "
,Oil,7C,16854,"SPRABERRY (TREND AREA)","SAU MARINER 43-5",,,,184,448,380,"   00  ",252,"6,142","6,142","   03  "
,Oil,7C,16862,"SPRABERRY (TREND AREA)","SAU 31-1",,,,311,796,885,"   00  ",222,"5,768","5,768","   03  "
Y,Oil,7C,16968,"SPRABERRY (TREND AREA)","SRH NORTH",,T,,"4,527","85,504","73,562","   00  ","6,410","487,529","2,902","   01  "
,,,,,,,,,,,"10,059","   01  ",,,"7,120","   02  "
,,,,,,,,,,,,,,,"477,452","   03  "
,,,,,,,,,,,,,,,55,"   04  "
,,,16968,"SPRABERRY (TREND AREA)",,,,,"Gas 04 FLARE/VENT",,,,,,,
,,7C,16968,"SPRABERRY (TREND AREA)","SRH NORTH",,,5929,"3,896","84,550","73,472","   00  ","5,675",0,,
,,,,,,,,,,,"9,299","   01  ",,,,
,,7C,16968,"SPRABERRY (TREND AREA)","SRH NORTH",,,6189,631,954,90,"   00  ",735,0,,
,,,,,,,,,,,760,"   01  ",,,,
,Oil,7C,16972,"SPRABERRY (TREND AREA)","SRH SOUTH",,,5931,295,"2,500","2,219","   01  ",576,"22,418",561,"   01  "
,,,,,,,,,,,,,,,"21,857","   03  "
,Oil,7C,16983,"SPRABERRY (TREND AREA)","SRH 12",,,5930,416,"2,367","2,410","   01  ",373,"16,277",406,"   01  "
,,,,,,,,,,,,,,,"15,871","   03  "
,Oil,7C,17037,"SPRABERRY (TREND AREA)",CC,,,,"2,800","55,346","8,050","   00  ","2,421","134,468","1,137","   01  "
,,,,,,,,,,,"47,675","   01  ",,,"130,286","   02  "
,,,,,,,,,,,,,,,"3,045","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,7C,17058,"SPRABERRY (TREND AREA)","COWDEN E",,,5781,446,"1,385","1,390","   01  ",441,"10,066","10,066","   02  "
,Oil,7C,17167,"SPRABERRY (TREND AREA)","COWDEN D",,,,588,790,992,"   01  ",386,"2,433","2,433","   02  "
,Oil,7C,17223,"SPRABERRY (TREND AREA)","COWDEN C",,,8669,34,116,115,"   01  ",35,25,1,"   01  "
,,,,,,,,,,,,,,,24,"   02  "
,Oil,7C,17397,"SPRABERRY (TREND AREA)","HOLLEY 1208",,,,568,128,368,"   01  ",328,732,81,"   01  "
,,,,,,,,,,,,,,,651,"   02  "
,Oil,7C,17398,"SPRABERRY (TREND AREA)","CONNELL COWDEN 48",,,,716,"2,044","2,199","   00  ",561,"4,211",197,"   01  "
,,,,,,,,,,,,,,,"3,764","   02  "
,,,,,,,,,,,,,,,250,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,7C,17526,"SPRABERRY (TREND AREA)","COWDEN B",,,,356,708,850,"   01  ",214,"3,059",71,"   01  "
,,,,,,,,,,,,,,,"2,988","   02  "
Y,Oil,7C,17528,"SPRABERRY (TREND AREA)","ROGERS 35",,,,873,"2,721","2,779","   00  ",815,"6,865",116,"   01  "
,,,,,,,,,,,,,,,"6,181","   02  "
,,,,,,,,,,,,,,,568,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,7C,17543,"SPRABERRY (TREND AREA)","NEAL 38",,,,461,"2,197","2,236","   01  ",422,"4,311",174,"   01  "
,,,,,,,,,,,,,,,"4,137","   02  "
,Oil,7C,17589,"SPRABERRY (TREND AREA)","HALL COWDEN 42",,,,432,690,545,"   01  ",577,"2,168",116,"   01  "
,,,,,,,,,,,,,,,"2,052","   02  "
Y,Oil,7C,17735,"SPRABERRY (TREND AREA)","MCELROY RANCH 134",,,,11,137,137,"   00  ",11,"1,919","1,919","   03  "
Y,Oil,7C,17757,"SPRABERRY (TREND AREA)","MC ELROY 114 SE",,,,38,615,605,"   00  ",48,"5,477","5,477","   03  "
,Oil,7C,17782,"SPRABERRY (TREND AREA)","SAU 45",,,,284,580,709,"   00  ",155,"9,144","9,144","   03  "
,Oil,7C,17783,"SPRABERRY (TREND AREA)","JEFFS 3A",,,,145,"1,113","1,096","   00  ",162,"11,783","11,764","   03  "
,,,,,,,,,,,,,,,19,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,7C,17802,"SPRABERRY (TREND AREA)","ROSS, R.L. 116",,,,49,741,732,"   00  ",58,"8,680","8,680","   03  "
Y,Oil,7C,17870,"SPRABERRY (TREND AREA)","SMITH 113 SE",,,,117,"1,203","1,254","   00  ",66,"6,830","6,830","   03  "
Y,Oil,7C,17876,"SPRABERRY (TREND AREA)","MC ELROY RANCH 132",,,,52,615,619,"   00  ",48,"9,652","9,652","   03  "
,Oil,7C,17879,"SPRABERRY (TREND AREA)","MC ELROY RANCH 127 NE",,,,115,"1,352","1,408","   00  ",59,"12,425","12,425","   03  "
,Oil,7C,17999,"SPRABERRY (TREND AREA)","MCELROY 138",,,,65,830,859,"   00  ",36,"4,593","4,593","   03  "
Y,Oil,7C,18012,"SPRABERRY (TREND AREA)","MCELROY RANCH E",,,,23,478,464,"   00  ",37,"11,906","11,906","   03  "
,Oil,7C,18015,"SPRABERRY (TREND AREA)","MCELROY 137",,,,186,"1,705","1,816","   00  ",75,"9,574","9,574","   03  "
,Oil,7C,18055,"SPRABERRY (TREND AREA)","MC ELROY RANCH CO. 111",,,,106,"1,279","1,329","   00  ",56,"8,417","8,417","   03  "
,Oil,7C,18143,"SPRABERRY (TREND AREA)","CHANEY 43",,,,522,"1,307","1,097","   00  ",732,"3,175","3,175","   02  "
,Oil,7C,18153,"SPRABERRY (TREND AREA)","SAU 11-3",,,,114,221,189,"   00  ",146,995,995,"   03  "
,Oil,7C,18154,"SPRABERRY (TREND AREA)","SAU 11-1",,,,99,219,161,"   00  ",157,"1,500","1,500","   03  "
,Oil,7C,18159,"SPRABERRY (TREND AREA)","MC ELROY RANCH CO D",,,,92,855,910,"   00  ",37,"11,849","11,849","   03  "
Y,Oil,7C,18312,"SPRABERRY (TREND AREA)","SAU 2",,,5918,213,"1,337","1,389","   00  ",161,"8,238","8,238","   03  "
,Oil,7C,18412,"SPRABERRY (TREND AREA)","MCELROY RANCH CO 119",,,,24,305,316,"   00  ",13,"1,955","1,955","   03  "
,Oil,7C,18419,"SPRABERRY (TREND AREA)","MILLER 36",,,,928,"13,102","13,401","   01  ",629,"30,740","30,481","   02  "
,,,,,,,,,,,,,,,259,"   03  "
Y,Oil,7C,18433,"SPRABERRY (TREND AREA)","MCELROY RANCH CO F",,,,2,193,180,"   00  ",15,696,696,"   03  "
Y,Oil,7C,18435,"SPRABERRY (TREND AREA)","MCELROY 133",,,,12,116,119,"   00  ",9,"1,377","1,377","   03  "
Y,Oil,7C,18493,"SPRABERRY (TREND AREA)","UNIVERSITY -5-",,,7687,7,64,56,"   01  ",15,236,20,"   01  "
,,,,,,,,,,,,,,,109,"   02  "
,,,,,,,,,,,,,,,107,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,7C,18494,"SPRABERRY (TREND AREA)","UNIVERSITY -5A-",,,7687,0,0,,,0,0,,
,Oil,7C,18512,"SPRABERRY (TREND AREA)","UNIVERSITY 4 TAYLOR DRAW",,,6117,305,"1,939","1,723","   01  ",521,"4,496","4,496","   02  "
Y,Oil,7C,18596,"SPRABERRY (TREND AREA)","MCELROY RANCH",,,,13,177,176,"   00  ",14,"3,201","3,201","   03  "
,Oil,7C,18676,"SPRABERRY (TREND AREA)","SAU 43",,,,134,660,603,"   00  ",191,"3,845","3,845","   03  "
,Oil,7C,18682,"SPRABERRY (TREND AREA)","SAU 4-5",,,,55,197,187,"   00  ",65,"1,788","1,788","   03  "
Y,Oil,7C,18814,"SPRABERRY (TREND AREA)","MCELROY RANCH 'A' 135",,,,14,165,166,"   00  ",13,"4,322","4,322","   03  "
,Oil,7C,18858,"SPRABERRY (TREND AREA)","ZPZ FEE 1055",,,,583,"1,440","1,653","   01  ",370,"4,889","3,930","   02  "
,,,,,,,,,,,,,,,959,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,7C,18877,"SPRABERRY (TREND AREA)","UNIVERSITY 2505 HZ UNIT",,,,527,"11,528","11,394","   00  ",661,"45,977","45,977","   02  "
,Oil,7C,18882,"SPRABERRY (TREND AREA)","HOLLEY 1208 HZ UNIT",,,6065,215,0,,,215,0,,
,Oil,7C,18898,"SPRABERRY (TREND AREA)","UNIVERSITY 2303 W HZ UNIT",,,,757,"18,941","19,263","   00  ",435,"17,514","17,438","   02  "
,,,,,,,,,,,,,,,22,"   03  "
,,,,,,,,,,,,,,,54,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,7C,18899,"SPRABERRY (TREND AREA)","UNIVERSITY 2404 HZ UNIT",,,,490,"13,388","13,482","   00  ",396,"14,960","14,960","   03  "
,Oil,7C,18900,"SPRABERRY (TREND AREA)","UNIVERSITY 2303 E HZ UNIT",,,,526,"14,525","14,608","   00  ",443,"16,685","16,384","   03  "
,,,,,,,,,,,,,,,301,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,7C,18914,"SPRABERRY (TREND AREA)","UNIVERSITY 2536",,,,790,"1,642","2,015","   01  ",417,829,829,"   02  "
Y,Oil,7C,19019,"SPRABERRY (TREND AREA)",STONE,,,6162,151,"6,128","5,910","   00  ",369,"10,892","6,764","   02  "
,,,,,,,,,,,,,,,"4,128","   03  "
,Oil,7C,19047,"SPRABERRY (TREND AREA)","UNIVERSITY 2404 B",,,,95,"8,897","8,861","   00  ",131,"11,150","11,150","   03  "
,Oil,7C,19048,"SPRABERRY (TREND AREA)","UNIVERSITY 31 TAYLOR DRAW",,,6117,283,"1,740","1,555","   01  ",468,"1,033","1,033","   02  "
Y,Oil,7C,19049,"SPRABERRY (TREND AREA)","UNIVERSITY 2404 D",,,,0,0,,,0,0,,
Y,Oil,7C,19063,"SPRABERRY (TREND AREA)","RS WINDHAM 128A",,,,19,182,193,"   00  ",8,"1,628","1,628","   03  "
Y,Oil,7C,19122,"SPRABERRY (TREND AREA)","STONE 5202 (ALLOC)",,,6162,151,"7,527","7,225","   00  ",453,"9,713","6,029","   02  "
,,,,,,,,,,,,,,,"3,684","   03  "
Y,Oil,7C,19299,"SPRABERRY (TREND AREA)","STONE 5202C (ALLOC)",,,6162,N/A,"7,203","6,770","   00  ",433,"8,564","5,317","   02  "
,,,,,,,,,,,,,,,"3,247","   03  "
,Gas,7C,173661,"SPRABERRY (TREND AREA)",JALONICK,"    1  ",,,53,0,,,53,30,30,"   02  "
Y,Gas,7C,211803,"SPRABERRY (TREND AREA)","MISS ELA ""K""","    1  ",,,0,0,,,0,0,,
Y,Gas,7C,280035,"SPRABERRY (TREND AREA)",DOUGLAS,"    2  ",,,0,0,,,0,0,,
,Oil,7C,19025,"SPRABERRY (TREND AREA) R 40 EXC","TURNER 1208",,,6065,157,869,779,"   00  ",247,244,244,"   03  "
Y,Oil,7C,19069,"SPRABERRY (TREND AREA) R 40 EXC","CC 42",,,6164,201,"2,812","2,705","   00  ",308,"3,225","3,225","   02  "
,Oil,7C,19071,"SPRABERRY (TREND AREA) R 40 EXC","CC 4132A",,,6153,361,"3,779","3,879","   00  ",261,"14,547","13,729","   02  "
,,,,,,,,,,,,,,,818,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,7C,19072,"SPRABERRY (TREND AREA) R 40 EXC","CONNELL 38A",,,,320,"4,016","4,063","   00  ",273,"8,911","8,911","   02  "
Y,Oil,7C,19123,"SPRABERRY (TREND AREA) R 40 EXC","LATZEL 34",,,,"1,251","55,427","55,891","   00  ",787,"100,250","64,788","   02  "
,,,,,,,,,,,,,,,"2,047","   03  "
,,,,,,,,,,,,,,,"33,415","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,7C,19180,"SPRABERRY (TREND AREA) R 40 EXC","CC 42 UNIT",,,6164,486,"3,457","3,564","   00  ",379,"4,388","4,388","   02  "
Y,Oil,7C,19199,"SPRABERRY (TREND AREA) R 40 EXC","CC 4132B",,,6153,151,"4,049","3,954","   00  ",246,"7,619","7,190","   02  "
,,,,,,,,,,,,,,,429,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,7C,19300,"SPRABERRY (TREND AREA) R 40 EXC","CC 4132D",,,6153,N/A,628,613,"   00  ",15,0,,
Y,Oil,7C,19395,"SPRABERRY (TREND AREA) R 40 EXC","CC 4132C",,,6153,N/A,300,293,"   00  ",7,0,,
,Oil,7C,14362,"SPRABERRY (TREND AREA CL. FK.)","HALFF -32-",,,5088,0,0,,,0,0,,
Y,Oil,7C,14581,"SPRABERRY (TREND AREA CL. FK.)","HALFF ESTATE A",,,5088,0,0,,,0,0,,
,Oil,7C,14810,"SPRABERRY (TREND AREA CL. FK.)","HALFF -C-",,,,168,61,146,"   01  ",83,316,316,"   02  "
,Oil,7C,14858,"SPRABERRY (TREND AREA CL. FK.)","HALFF ""16""",,,0875,169,91,119,"   01  ",141,653,359,"   02  "
,,,,,,,,,,,,,,,294,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,7C,16206,"SPRABERRY (TREND AREA CL. FK.)","O.F. BOYD B 6-4",,,,0,0,,,0,0,,
,Oil,7C,16210,"SPRABERRY (TREND AREA CL. FK.)","TURNER  ""A""",,,,83,47,78,"   01  ",52,54,54,"   02  "
Y,Oil,7C,19275,"SQUARE TOP (BARN-WOOD)","ZPZ FEE",,,,469,649,822,"   01  ",296,"2,767","2,767","   02  "
,Oil,7C,15225,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH CO. 119",,,0345,5,52,55,"   00  ",2,"4,377","4,377","   03  "
,Gas,7C,019386,"WILSHIRE (CONSOLIDATED)","WINDHAM, R. S.","    5  ",,0345,0,0,,,0,"1,667","1,667","   03  "
Y,Gas,7C,031108,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH","   12 U",,0345,0,0,,,0,"2,340","2,340","   03  "
,Gas,7C,034335,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH 129","    8  ",,0345,0,0,,,0,"4,783","4,783","   03  "
,Gas,7C,035664,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH 129","    2 U",,0345,5,52,55,"   00  ",2,"1,842","1,842","   03  "
,Gas,7C,036200,"WILSHIRE (CONSOLIDATED)","WINDHAM, R.S.","    1 U",,0345,0,0,,,0,"3,789","3,789","   03  "
,Gas,7C,041495,"WILSHIRE (CONSOLIDATED)","WINDHAM, R. S. ET AL 128","   21  ",,0345,0,0,,,0,"1,838","1,838","   03  "
,Gas,7C,041562,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH 129","   21 U",,0345,3,26,28,"   00  ",1,"3,348","3,348","   03  "
,Gas,7C,041563,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH CO. 119","   11  ",,0345,0,0,,,0,"2,198","2,198","   03  "
,Gas,7C,041564,"WILSHIRE (CONSOLIDATED)","WINDHAM, R. S. ET AL 118","   11  ",,0345,0,0,,,0,646,646,"   03  "
Y,Gas,7C,044573,"WILSHIRE (CONSOLIDATED)","MCELROY-RANCH CO. -A-","    1  ",,0345,0,0,,,0,"2,606","2,606","   03  "
,Gas,7C,044780,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH CO. D","    1  ",,0345,5,52,55,"   00  ",2,"1,602","1,602","   03  "
,Gas,7C,044985,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH -F-","    1  ",,0345,0,0,,,0,0,,
,Gas,7C,154423,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH 129","    5  ",,0345,3,26,28,"   00  ",1,"7,630","7,630","   03  "
,Gas,7C,155364,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH 129","    1  ",,0345,0,0,,,0,"6,721","6,721","   03  "
Y,Gas,7C,155720,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH","   10  ",,0345,1,20,19,"   00  ",2,"2,269","2,269","   03  "
,Gas,7C,161206,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH 129","   22  ",,0345,5,52,55,"   00  ",2,"4,568","4,568","   03  "
Y,Gas,7C,162657,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH CO. 130","   22  ",,0345,0,0,,,0,"1,401","1,401","   03  "
,Gas,7C,163024,"WILSHIRE (CONSOLIDATED)","WINDHAM, R. S.","    4  ",,0345,0,0,,,0,0,,
,Gas,7C,163074,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH 129","   12  ",,0345,5,52,55,"   00  ",2,"1,985","1,985","   03  "
Y,Gas,7C,163251,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH CO. 130","   12  ",,0345,1,20,19,"   00  ",2,"2,021","2,021","   03  "
Y,Gas,7C,164469,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH","   11  ",,0345,1,20,19,"   00  ",2,"2,039","2,039","   03  "
,Gas,7C,165339,"WILSHIRE (CONSOLIDATED)","WINDHAM, R. S. ET AL 118","   12  ",,0345,0,0,,,0,"1,028","1,028","   03  "
,Gas,7C,165779,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH CO. 119","   12  ",,0345,0,0,,,0,"3,410","3,410","   03  "
Y,Gas,7C,175524,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH","   13  ",,0345,1,20,19,"   00  ",2,"2,606","2,606","   03  "
,Gas,7C,177358,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH 129","   14  ",,0345,3,26,28,"   00  ",1,"3,731","3,731","   03  "
,Gas,7C,177946,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH 129","   25H ",,0345,8,78,83,"   00  ",3,"8,299","8,299","   03  "
,Gas,7C,178372,"WILSHIRE (CONSOLIDATED)","WINDHAM, R. S.","    7  ",,0345,0,0,,,0,"2,842","2,842","   03  "
Y,Gas,7C,179272,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH CO. ""130""","   11  ",,0345,1,20,19,"   00  ",2,"3,546","3,546","   03  "
,Gas,7C,191069,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH CO. D","    2  ",,0345,5,52,55,"   00  ",2,"1,339","1,339","   03  "
,Gas,7C,191070,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH CO. 119","   22  ",,0345,5,52,55,"   00  ",2,"2,918","2,918","   03  "
,Gas,7C,191761,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH 117","   18  ",,0345,0,0,,,0,502,502,"   03  "
Y,Gas,7C,192479,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH ""A"" 135","    5  ",,0345,1,20,19,"   00  ",2,"2,606","2,606","   03  "
,Gas,7C,192603,"WILSHIRE (CONSOLIDATED)","WINDHAM, R.S. ""101""","    3  ",,0345,0,0,,,0,0,,
Y,Gas,7C,192604,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH CO.-F-","    4  ",,0345,0,0,,,0,816,816,"   03  "
Y,Gas,7C,193794,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH 117","   19  ",,0345,8,75,83,"   00  ",0,"1,339","1,339","   03  "
Y,Gas,7C,194502,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH 117","   22  ",,0345,1,20,19,"   00  ",2,691,691,"   03  "
,Gas,7C,195797,"WILSHIRE (CONSOLIDATED)","WINDHAM, R.S. ""101""","    4  ",,0345,3,26,28,"   00  ",1,"1,028","1,028","   03  "
Y,Gas,7C,198165,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH 117","   17  ",,0345,5,79,78,"   00  ",6,"1,170","1,170","   03  "
,Gas,7C,198575,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH 117","   20  ",,0345,0,0,,,0,"1,339","1,339","   03  "
Y,Gas,7C,200727,"WILSHIRE (CONSOLIDATED)","ROSS, R. L. 116","    6  ",,0345,7,119,117,"   00  ",9,"1,223","1,223","   03  "
,Gas,7C,203046,"WILSHIRE (CONSOLIDATED)","WINDHAM, R. S.","    8  ",,0345,0,0,,,0,"1,194","1,194","   03  "
Y,Gas,7C,204207,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH 132","    1  ",,0345,1,20,19,"   00  ",2,567,567,"   03  "
Y,Gas,7C,205231,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH 117","   21  ",,0345,0,0,,,0,904,904,"   03  "
Y,Gas,7C,205918,"WILSHIRE (CONSOLIDATED)","ROSS, R. L. 116","    9  ",,0345,1,20,19,"   00  ",2,567,567,"   03  "
,Gas,7C,206078,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH ""129""","   26  ",,0345,5,52,55,"   00  ",2,"1,770","1,770","   03  "
Y,Gas,7C,207775,"WILSHIRE (CONSOLIDATED)","ROSS, R L. 116","   10  ",,0345,1,20,19,"   00  ",2,"1,542","1,542","   03  "
Y,Gas,7C,207778,"WILSHIRE (CONSOLIDATED)","ROSS, R. L. 116","    3  ",,0345,0,0,,,0,337,337,"   03  "
,Gas,7C,208801,"WILSHIRE (CONSOLIDATED)","WINDHAM, R. S. ET AL 128","   22  ",,0345,0,0,,,0,"1,838","1,838","   03  "
,Gas,7C,210724,"WILSHIRE (CONSOLIDATED)","WINDHAM, R. S. ET AL 128","   23  ",,0345,0,0,,,0,"2,008","2,008","   03  "
Y,Gas,7C,234077,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH CO. -F-","    2  ",,0345,1,20,19,"   00  ",2,904,904,"   03  "
Y,Gas,7C,234103,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH CO. -F-","    3  ",,0345,0,0,,,0,816,816,"   03  "
Y,Gas,7C,234107,"WILSHIRE (CONSOLIDATED)","ROSS, R. L. 116","   11  ",,0345,2,22,22,"   00  ",2,449,449,"   03  "
Y,Gas,7C,234111,"WILSHIRE (CONSOLIDATED)","ROSS, R. L. 116","    4  ",,0345,1,20,19,"   00  ",2,981,981,"   03  "
,Gas,7C,234113,"WILSHIRE (CONSOLIDATED)","WINDHAM, R. S. ET AL 118","   25  ",,0345,3,26,28,"   00  ",1,"1,507","1,507","   03  "
,Gas,7C,234159,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH CO. -L-","    2  ",,0345,3,46,47,"   00  ",2,951,951,"   03  "
,Gas,7C,234196,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH 117","   15  ",,0345,0,0,,,0,957,957,"   03  "
,Gas,7C,234201,"WILSHIRE (CONSOLIDATED)","WINDHAM, R. S. ET AL 118","   24  ",,0345,5,52,55,"   00  ",2,"1,387","1,387","   03  "
,Gas,7C,234206,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH CO. D","    3  ",,0345,3,26,28,"   00  ",1,"1,913","1,913","   03  "
,Gas,7C,234211,"WILSHIRE (CONSOLIDATED)","WINDHAM, R. S. ""101""","    2  ",,0345,0,0,,,0,"2,631","2,631","   03  "
Y,Gas,7C,242967,"WILSHIRE (CONSOLIDATED)","MCELROY RANCH 134","    1  ",,0345,0,20,18,"   00  ",2,372,372,"   03  "
Y,Oil,7C,05748,"WILSHIRE (PENNSYLVANIAN)","MCELROY RANCH -E-",,,0345,0,0,,,0,"1,277","1,277","   03  "
Y,Gas,7C,214867,"WILSHIRE (PENNSYLVANIAN)","ROSS, R.L. 116","    8  ",,0345,2,40,39,"   00  ",3,"1,005","1,005","   03  "
,Gas,7C,201740,"WORLD, EAST (STRAWN)","CONOCO POWELL GMS DEEP","    4  ",,,219,0,,,219,"1,412","1,412","   03  "
,Gas,7C,201741,"WORLD, EAST (STRAWN)","CONOCO POWELL GMS DEEP","    6  ",,,65,0,,,65,141,141,"   03  "
,Gas,7C,201743,"WORLD, EAST (STRAWN)","CONOCO POWELL GMS DEEP","    7  ",,,180,0,,,180,775,775,"   03  "
,Gas,7C,204515,"WORLD, EAST (STRAWN)","CONOCO POWELL GMS DEEP","    9  ",,,42,0,,,42,0,,
,Gas,7C,205815,"WORLD, EAST (STRAWN)","CONOCO POWELL GMS DEEP","    1  ",,,86,0,,,86,"3,619","3,619","   03  "
Y,Oil,08,46739,WILDCAT,"BLUEBONNET 18",,,,0,0,,,0,0,,
Y,Oil,08,47352,WILDCAT,"BLUE TOPAZ STATE 14",,,,0,0,,,0,0,,
,Oil,08,33426,"A. W. (DEVONIAN)","WADDELL BROS & CO",,,2852,0,0,,,0,0,,
,Oil,08,35152,"ABRAXAS (CHERRY CANYON)","UNIVERSITY ""3""",,,,0,0,,,0,0,,
,Oil,08,08248,"ANDECTOR, WEST (DEVONIAN)","TXL -D-",,,1054,502,286,523,"   01  ",265,182,182,"   03  "
,Oil,08,34675,"ANDREWS (WOLFCAMP-PENN.)","CLARKE, FRANK JR. NCT-1",,,3784,224,"1,418","1,343","   01  ",299,132,126,"   03  "
,,,,,,,,,,,,,,,6,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,34681,"ANDREWS (WOLFCAMP-PENN.)","PARKER, J. E. -J-",,,3445,221,383,239,"   01  ",365,0,,
,Oil,08,34968,"ANDREWS (WOLFCAMP-PENN.)","ANDREWS UNIT",,,7364,352,"26,572","26,616","   00  ",308,"26,277","24,728","   03  "
,,,,,,,,,,,,,,,"1,549","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
