"Search Criteria: "

"Filing Operator:",,,"APACHE CORPORATION (027200)",,,,,,District:,,Statewide
"Prod Month:",,," Feb 2016",,,,,,"Lease Type:",,Both

,,,,,,,,,"Oil/Condensate (Whole Barrels)",,,,,"Gas/Casinghead Gas - MCF",,
,,,,,,,,,,,Disposition,,,,Disposition,
"Multiple Reports","Lease Type",District,"RRC Identifier","Field Name","Lease Name","Gas Well ID","Lease Total","Commingle Permit No.","On Hand Beginning of Month",Production,Volume,Code,"On Hand End of Month","Formation Production",Volume,Code
,,,,,,,,,,,,,,,"1,705","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,08,47201,"KEYSTONE (CLEAR FORK)",P'POOL,,,,0,0,,,0,0,,
,Oil,08,03310,"KEYSTONE (COLBY)","CAMPBELL -A-",,,5586,0,0,,,0,0,,
Y,Oil,08,03324,"KEYSTONE (COLBY)","CAMPBELL, SETH",,,,306,0,,,306,0,,
,Oil,08,30155,"KEYSTONE (COLBY)","SETH CAMPBELL",,,,266,0,,,266,0,,
Y,Oil,08,47618,"KEYSTONE (CONSOLIDATED)","CAMPBELL, SETH",,,,"3,508","43,054","40,881","   00  ","5,681","237,848","140,176","   03  "
,,,,,,,,,,,,,,,"97,672","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,08,47619,"KEYSTONE (CONSOLIDATED)",P'POOL,,,,95,"1,181","1,147","   00  ",129,"7,207","2,571","   03  "
,,,,,,,,,,,,,,,"4,636","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,43103,"KEYSTONE, SOUTH","PANHEAD 10 13",,,,236,733,675,"   01  ",294,"1,311","1,311","   03  "
,Oil,08,44652,"KEYSTONE, SOUTH","SOFTAIL 10-17",,,,356,155,169,"   01  ",342,"1,204",417,"   03  "
,,,,,,,,,,,,,,,787,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,16060,"LAWSON (SAN ANDRES)","TXL -G-",,,,442,173,173,"   01  ",442,875,875,"   03  "
Y,Oil,08,45396,"LOWE (ATOKA)","BARROW, AUGUSTA",,,3447,46,"1,133","1,137","   01  ",42,"2,350","1,958","   03  "
,,,,,,,,,,,,,,,392,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,08,45886,"MARTIN (CONSOLIDATED)","CARMICHAEL CF",,,6955,60,873,855,"   01  ",78,"2,469","2,351","   03  "
,,,,,,,,,,,,,,,118,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,20377,MCELROY,"NORTH MCELROY UNIT",,,,770,"68,891","68,891","   00  ",770,"30,658","27,046","   03  "
,,,,,,,,,,,,,,,"3,612","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,20693,MCELROY,"UNIVERSITY -M-",,,,584,585,643,"   00  ",526,49,49,"   03  "
,Oil,08,42346,MCELROY,"UNIVERSITY LANDS 36",,,,"1,203","7,127","7,419","   00  ",911,"17,750","17,691","   03  "
,,,,,,,,,,,,,,,59,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,42495,MCELROY,"UNIVERSITY LANDS A 37",,,,11,78,79,"   00  ",10,69,68,"   03  "
,,,,,,,,,,,,,,,1,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,43482,MCELROY,"KING 9",,,6801,126,219,226,"   00  ",119,37,37,"   03  "
,Oil,08,43874,MCELROY,"KING 27",,,6801,788,"1,400","1,428","   00  ",760,"8,401","8,401","   03  "
,Oil,08,44064,MCELROY,"KING 11",,,6801,347,665,651,"   00  ",361,"3,141","3,141","   03  "
,Oil,08,44518,MCELROY,"COWDEN 10",,,7186,"1,238","2,961","3,023","   01  ","1,176","8,448","8,448","   03  "
,Oil,08,45682,MCELROY,"COWDEN 26",,,7186,152,265,312,"   01  ",105,714,714,"   03  "
,Oil,08,46004,MCELROY,"UNIVERSITY LANDS 25",,,6341,62,627,561,"   00  ",128,232,232,"   03  "
,Oil,08,46178,MCELROY,"UNIVERSITY LANDS 25-B",,,6341,320,"3,283","2,931","   00  ",672,"9,298","9,298","   03  "
,Oil,08,46612,MCELROY,"KING SOUTH U-0515",,,,586,0,,,586,0,,
,Oil,08,11514,"MCFARLAND (PENNSYLVANIAN)","UNIVERSITY -BR-",,,3418,39,554,559,"   00  ",34,553,542,"   03  "
,,,,,,,,,,,,,,,11,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,08762,"MCFARLAND (WOLFCAMP)","UNIVERSITY -BR-",,,3418,34,537,538,"   00  ",33,295,289,"   03  "
,,,,,,,,,,,,,,,6,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,30780,"MCFARLAND, S. (WOLFCAMP)","UNIVERSITY -CF-",,,3418,14,194,196,"   00  ",12,148,145,"   03  "
,,,,,,,,,,,,,,,3,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,31651,"MCFARLAND, S. (WOLFCAMP)","UNIVERSITY - BQ",,,3418,0,0,,,0,0,,
,Oil,08,34204,"MCFARLAND, S. (WOLFCAMP)","UNIVERSITY BX",,,3418,39,610,612,"   00  ",37,320,314,"   03  "
,,,,,,,,,,,,,,,6,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,09477,MEANS,"UNIVERSITY -CF-",,,3418,100,"1,608","1,610","   00  ",98,"1,249","1,224","   03  "
,,,,,,,,,,,,,,,25,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,37422,MEANS,"UNIVERSITY BQ",,,,26,424,424,"   00  ",26,419,411,"   03  "
,,,,,,,,,,,,,,,8,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,37593,MEANS,"UNIVERSITY BX",,,,11,204,203,"   00  ",12,192,188,"   03  "
,,,,,,,,,,,,,,,4,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,37836,MEANS,"UNIVERSITY CG",,,,4,83,82,"   00  ",5,73,72,"   03  "
,,,,,,,,,,,,,,,1,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,36219,"MILLENIUM (STRAWN)","UNIVERSITY LANDS A",,,,751,272,551,"   01  ",472,902,662,"   03  "
,,,,,,,,,,,,,,,240,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,24028,"MITCHELL (PENN)",MITCHELL,,,,0,0,,,0,0,,
Y,Oil,08,25430,"MONAHANS, E. (PENN., LO.)","SEALY SMITH FOUNDATION -A-",,,1916,10,52,44,"   00  ",18,80,80,"   03  "
Y,Oil,08,04406,"MONAHANS, NORTH","SEALY-SMITH FOUNDATION -A-",,,1916,26,76,75,"   00  ",27,"3,916","3,916","   03  "
Y,Oil,08,31515,"MONAHANS, NORTH (CLEARFORK)","SEALY SMITH FOUNDATION -A-",,,1916,261,"1,749","1,401","   00  ",609,"13,746","13,746","   03  "
Y,Oil,08,37225,"MONAHANS, NORTH (CLEARFORK)","SEALY-SMITH FOUNDATION ""B""",,,1916,76,437,365,"   01  ",148,539,326,"   02  "
,,,,,,,,,,,,,,,213,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,08,46766,"MONAHANS, NORTH (CLEARFORK)","SPRINGER 10 23A",,,7132,138,399,415,"   00  ",122,"1,689",19,"   01  "
,,,,,,,,,,,,,,,"1,394","   02  "
,,,,,,,,,,,,,,,276,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Gas,08,173333,"MONAHANS, NORTH (CLEARFORK)","SEALY-SMITH FOUNDATION A","    4  ",,1916,6,111,78,"   00  ",39,470,470,"   03  "
,Oil,08,12692,"MONAHANS, NORTH (DEVONIAN)","HOGG, G. D.",,,5459,22,261,244,"   01  ",39,623,563,"   03  "
,,,,,,,,,,,,,,,60,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,04409,"MONAHANS, N. (ELLENBURGER)","SEALY-SMITH FOUNDATION -A-",,,1916,0,0,,,0,0,,
,Oil,08,12016,"MONAHANS, N. (ELLENBURGER)","SMITH,SEALY FOUNDATION -B-",,,1916,0,0,,,0,0,,
Y,Oil,08,31588,"MONAHANS, NORTH (FUSSELMAN)","SEALY-SMITH FOUNDATION -A-",,,1916,180,907,771,"   00  ",316,"4,627","4,627","   03  "
,Oil,08,31692,"MONAHANS, NORTH (FUSSELMAN)","SEALY & SMITH FOUNDATION -B-",,,1916,0,0,,,0,0,,
Y,Oil,08,04410,"MONAHANS, NORTH (GLORIETA)","SEALY-SMITH FOUNDATION -A-",,,1916,137,"1,065",831,"   00  ",371,"2,529","2,529","   03  "
,Oil,08,22830,"MONAHANS, NORTH (GLORIETA)","SEALY-SMITH FOUNDATION -B-",,,1916,6,29,25,"   01  ",10,26,16,"   02  "
,,,,,,,,,,,,,,,10,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,36130,"MONAHANS, NORTH (GLORIETA)","HOGG, GEORGE D.",,,5459,2,25,23,"   01  ",4,32,29,"   03  "
,,,,,,,,,,,,,,,3,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Gas,08,169847,"MONAHANS, NORTH (GLORIETA)","SEALY & SMITH FOUNDATION ""A""","   39  ",,1916,0,0,,,0,0,,
Y,Oil,08,26474,"MONAHANS, NORTH (MISS.)","SEALY-SMITH FOUNDATION -A-",,,1916,0,0,,,0,0,,
Y,Oil,08,09536,"MONAHANS, NORTH (MONTOYA)","SEALY & SMITH FOUNDATION -A-",,,1916,0,0,,,0,0,,
Y,Oil,08,37954,"MONAHANS, N. (PENN.)","SEALY SMITH FOUNDATION ""A""",,,,0,0,,,0,0,,
Y,Oil,08,31371,"MONAHANS, N. (QUEEN)","SEALY SMITH FOUNDATION -A-",,,1916,5,36,28,"   00  ",13,85,85,"   03  "
Y,Oil,08,31810,"MONAHANS, N. (QUEEN)","SEALY & SMITH FOUNDATION ""B""",,,1916,231,"1,224","1,042","   01  ",413,"3,473","2,102","   02  "
,,,,,,,,,,,,,,,"1,371","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,28552,"MOSSWELL (STRAWN 8720)","ECTOR ""C"" FEE NCT-1",,,1900,363,50,317,"   01  ",96,0,,
Y,Oil,08,20862,"NOLLEY (CANYON)","WESTBROOK OIL CORP.",,,3261,106,625,638,"   00  ",93,378,372,"   03  "
,,,,,,,,,,,,,,,6,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,08,20866,"NOLLEY (DEVONIAN)","WESTBROOK OIL CORP.",,,,109,764,808,"   00  ",65,669,660,"   03  "
,,,,,,,,,,,,,,,9,"   04  "
Y,Oil,08,04536,"NOLLEY (WOLFCAMP)","WESTBROOK OIL CORP.",,,3261,205,"1,238","1,289","   00  ",154,736,726,"   03  "
,,,,,,,,,,,,,,,10,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,35119,"PARKS, S. (PENNSYLVANIAN)","ARCO - WINDHAM ""30""",,,5220,53,238,265,"   01  ",26,"1,540",12,"   01  "
,,,,,,,,,,,,,,,181,"   02  "
,,,,,,,,,,,,,,,"1,347","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,36336,"PAROCHIAL-BADE, W. (CONS.)","ROY GLASS -A-",,,5367,15,98,94,"   00  ",19,0,,
,Oil,08,36337,"PAROCHIAL-BADE, W. (CONS.)","JENNIE RAY -A-",,,5367,31,185,181,"   00  ",35,0,,
,Oil,08,36338,"PAROCHIAL-BADE, W. (CONS.)","JENNIE RAY",,,5367,0,40,32,"   00  ",8,0,,
Y,Oil,08,46443,"PHANTOM (WOLFCAMP)","CHAPARRAL 89",,,7515,478,"18,020","17,977","   00  ",521,"80,607","2,756","   01  "
,,,,,,,,,,,,,,,304,"   02  "
,,,,,,,,,,,,,,,"75,014","   03  "
,,,,,,,,,,,,,,,"2,533","   04  "
Y,Oil,08,46832,"PHANTOM (WOLFCAMP)",CONDOR,,,7514,685,"41,608","41,115","   00  ","1,178","137,448","3,986","   01  "
,,,,,,,,,,,,,,,525,"   02  "
,,,,,,,,,,,,,,,"129,618","   03  "
,,,,,,,,,,,,,,,"3,319","   04  "
Y,Oil,08,46856,"PHANTOM (WOLFCAMP)","OSPREY STATE UNIT",,,7511,508,"17,211","17,070","   00  ",649,"29,175","1,778","   01  "
,,,,,,,,,,,,,,,81,"   02  "
,,,,,,,,,,,,,,,"19,999","   03  "
,,,,,,,,,,,,,,,"7,317","   04  "
,Oil,08,46998,"PHANTOM (WOLFCAMP)","EVERGREEN 1",,,,165,"2,945","2,919","   01  ",191,"5,162","4,585","   02  "
,,,,,,,,,,,,,,,577,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,08,47023,"PHANTOM (WOLFCAMP)","FALCON STATE UNIT",,,7464,N/A,"94,560","71,328","   00  ","1,754","286,726","7,573","   01  "
,,,,,,,,,,,"23,620","   01  ",,,"1,086","   02  "
,,,,,,,,,,,,,,,"268,123","   03  "
,,,,,,,,,,,,,,,"9,944","   04  "
,,,,,,,,,"OOB FIRST MONTH ON COMMINGLING PERMIT",,,,,,,
,Oil,08,47094,"PHANTOM (WOLFCAMP)","MAGPIE UNIT",,,,458,"8,489","8,463","   01  ",484,"23,868",610,"   01  "
,,,,,,,,,,,,,,,93,"   02  "
,,,,,,,,,,,,,,,"23,079","   03  "
,,,,,,,,,,,,,,,86,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,08,47118,"PHANTOM (WOLFCAMP)","ROBIN 8",,,7524,512,"57,159","56,285","   00  ","1,406","194,605","12,332","   01  "
,,,,,,,,,,,,,,,"162,928","   03  "
,,,,,,,,,,,,,,,"19,345","   04  "
Y,Oil,08,47318,"PHANTOM (WOLFCAMP)",WAHA,,,,256,"4,608","4,629","   01  ",235,"6,783","6,783","   03  "
Y,Oil,08,47324,"PHANTOM (WOLFCAMP)","MOCKINGBIRD STATE UNIT 9",,,,669,"28,475","28,262","   00  ",882,"78,852","1,956","   01  "
,,,,,,,,,,,,,,,302,"   02  "
,,,,,,,,,,,,,,,"74,479","   03  "
,,,,,,,,,,,,,,,"2,115","   04  "
Y,Oil,08,47367,"PHANTOM (WOLFCAMP)","EVERGREEN UNIT 12",,,,"1,135","15,692","15,810","   01  ","1,017","15,447","13,720","   02  "
,,,,,,,,,,,,,,,"1,727","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,08,47410,"PHANTOM (WOLFCAMP)","BOBCAT STATE UNIT 4704",,,,N/A,"3,451","3,249","   01  ",202,"5,302","5,302","   04  "
,,,,,,,,,"Gas 04 FLARED/VENTED",,,,,,,
Y,Oil,08,47457,"PHANTOM (WOLFCAMP)","CARDINAL 4",,,,456,"1,730","1,873","   01  ",313,"5,983",153,"   01  "
,,,,,,,,,,,,,,,24,"   02  "
,,,,,,,,,,,,,,,"5,806","   03  "
Y,Oil,08,47651,"PHANTOM (WOLFCAMP)","BOBCAT STATE UNIT 4702",,,,644,"3,948","4,361","   01  ",231,"7,309","7,309","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,08,47860,"PHANTOM (WOLFCAMP)","COYOTE 4601",,,,433,"1,917","2,029","   01  ",321,"8,323","8,323","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Gas,08,223661,"PUTNAM (ELLENBURGER)","CHAMPLIN CITIES SERVICE, ET AL","    6  ",,,0,0,,,0,0,,
,Oil,08,34872,"PUTNAM (WICHITA-ALBANY)",CABEEN,,,,59,10,,,69,470,470,"   02  "
,Gas,08,088196,"PUTNAM (WICHITA-ALBANY)","CHAMPLIN CITIES SERVICE ET AL","    2  ",,,0,0,,,0,0,,
,Gas,08,091529,"PUTNAM (WICHITA-ALBANY)","CHAMPLIN CITIES SERVICE ET AL","    3  ",,,0,0,,,0,"1,739","1,739","   02  "
,Gas,08,092662,"PUTNAM (WICHITA-ALBANY)",CABEEN,"    2  ",,,79,1,,,80,"1,271","1,271","   02  "
,Gas,08,108957,"PUTNAM (WICHITA-ALBANY)","MCDONALD ""6""","    2  ",,,29,4,,,33,"3,016","3,016","   02  "
,Gas,08,114399,"PUTNAM (WICHITA-ALBANY)","UNIVERSITY ""C""","    3  ",,,0,0,,,0,625,625,"   02  "
,Gas,08,148481,"PUTNAM (WICHITA-ALBANY)","CHAMPLIN CITIES SERVICE ET AL","    7  ",,,51,23,54,"   01  ",20,"1,418","1,418","   02  "
,Gas,08,020675,"PUTNAM (WOLFCAMP)","CHAMPLIN CITIES SERVICE, ET AL","    1  ",,,70,2,,,72,"2,573","2,573","   02  "
,Gas,08,050776,"PUTNAM (WOLFCAMP)","MCDONALD, ROY -6-","    1  ",,,152,16,151,"   01  ",17,"3,522","3,522","   02  "
,Gas,08,057823,"PUTNAM (WOLFCAMP)","UNIVERSITY ""C""","    2  ",,,0,0,,,0,"1,649","1,649","   02  "
,Gas,08,128199,"PUTNAM (WOLFCAMP)","CHAMPLIN CITIES SERVICE, ET AL","    6  ",,,79,60,119,"   01  ",20,"2,196","2,196","   02  "
,Gas,08,052307,"R. O. C. (ATOKA)","UNIVERSITY 1-3","    1  ",,,134,0,,,134,"5,114","5,114","   02  "
,Oil,08,46724,"ROEPKE (WOLFCAMP)","KING 59",,,,599,"13,802","14,005","   01  ",396,"21,986","21,986","   03  "
,Oil,08,26096,"ROJO CABALLOS (DELAWARE)","SCHLOSSER, FRED ESTATE -B-",,,,587,579,367,"   01  ",799,0,,
,Gas,08,020680,"ROJO CABALLOS (PENN.)","MOORE, KATHLEEN J.","    1  ",,7180,47,47,,,94,"7,848","7,848","   03  "
,Gas,08,020681,"ROJO CABALLOS (PENN.)","SCHLOSSER, FRED, ESTATE","    1  ",,7180,25,47,,,72,"11,294","11,294","   03  "
,Gas,08,168705,"ROJO CABALLOS (PENN.)","HOELSCHER ET AL"," 2901  ",,7180,265,0,,,265,611,611,"   03  "
,Gas,08,170171,"ROJO CABALLOS (PENN.)","CROSS, R. B. 21","    2  ",,,0,0,,,0,"2,121","2,121","   03  "
,Gas,08,087588,"ROJO CABALLOS (PENN, NORTH)","SCHLOSSER, FRED ESTATE ""B""","    1  ",,,35,0,,,35,6,6,"   03  "
,Gas,08,136145,"ROJO CABALLOS, SOUTH (DEVONIAN)","MOORE, KATHLEEN J. ""B""","    1  ",,,24,14,30,"   01  ",8,"32,126","32,126","   03  "
,Gas,08,275755,"ROJO CABALLOS, SOUTH (DEVONIAN)","STATE MCINTYRE","    3  ",,,47,45,,,92,"36,621","36,621","   03  "
,Oil,08,38678,"SAND HILLS (CLEAR FORK)","J. B. TUBB C AC2",,,,2,48,48,"   01  ",2,192,192,"   03  "
,Oil,08,38921,"SAND HILLS (CLEAR FORK)","TUBB, J. B. B A/C 2",,,,6,57,61,"   01  ",2,"3,863","3,863","   03  "
,Oil,08,38951,"SAND HILLS (CLEAR FORK)","J B TUBB A A/C 2",,,5485,192,406,431,"   01  ",167,"3,073","3,073","   03  "
Y,Oil,08,15315,"SAND HILLS (JUDKINS)","TUBB, J. B., A/C 1",,,1871,26,702,699,"   01  ",29,"6,680","6,680","   03  "
Y,Oil,08,15842,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C-2",,,1871,4,120,119,"   01  ",5,"1,266","1,266","   03  "
,Oil,08,21954,"SAND HILLS (JUDKINS)","TUBB, J.B.""DJ""",,,5485,8,33,27,"   01  ",14,371,371,"   03  "
,Oil,08,24214,"SAND HILLS (JUDKINS)","TUBB, J. B. ""F""",,,1518,185,496,506,"   01  ",175,"11,036","11,036","   03  "
,Oil,08,25227,"SAND HILLS (JUDKINS)","TUBB, J. B. ""B""",,,1373,58,80,85,"   01  ",53,"1,830","1,830","   03  "
,Oil,08,38915,"SAND HILLS (JUDKINS)","J B TUBB J",,,,2,53,53,"   01  ",2,"3,213","3,213","   03  "
Y,Oil,08,42404,"SAND HILLS (JUDKINS)","TUBB, J. B. -C-",,,,3,61,61,"   01  ",3,604,604,"   03  "
,Oil,08,45628,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT II",,,,16,83,65,"   01  ",34,143,143,"   03  "
,Gas,08,020722,"SAND HILLS (JUDKINS)","J B TUBB F","    4 U",,1518,5,17,16,"   01  ",6,32,32,"   03  "
,Gas,08,020729,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 1","   81  ",,1871,1,26,26,"   01  ",1,250,250,"   03  "
Y,Gas,08,020730,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT # 2","   84  ",,1871,0,0,,,0,0,,
,Gas,08,020732,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 1","   92  ",,1871,0,0,,,0,40,40,"   03  "
Y,Gas,08,020734,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 1","  104 U",,1871,0,0,,,0,16,16,"   03  "
,Gas,08,020737,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT I","    1  ",,,0,0,,,0,588,588,"   03  "
,Gas,08,020738,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT II","    1  ",,,0,0,,,0,583,583,"   03  "
,Gas,08,020739,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT III","    1  ",,,0,0,,,0,575,575,"   03  "
,Gas,08,040222,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT I","    2  ",,,0,0,,,0,761,761,"   03  "
Y,Gas,08,041232,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 2","   30  ",,1871,0,0,,,0,18,18,"   03  "
,Gas,08,045763,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT III","    2  ",,,0,0,,,0,"2,463","2,463","   03  "
,Gas,08,045765,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT II","    2 U",,,0,0,,,0,0,,
,Gas,08,046121,"SAND HILLS (JUDKINS)","TUBB, J. B. C","    6  ",,1871,0,0,,,0,38,38,"   03  "
Y,Gas,08,046444,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT #2","   63  ",,1871,1,26,26,"   01  ",1,897,897,"   03  "
Y,Gas,08,049602,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT #3","   44  ",,1871,0,0,,,0,22,22,"   03  "
,Gas,08,050256,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT I","    3  ",,,0,0,,,0,"2,163","2,163","   03  "
,Gas,08,050720,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT III","    3  ",,,0,0,,,0,258,258,"   03  "
,Gas,08,050746,"SAND HILLS (JUDKINS)","TUBB, J. B. C","    8  ",,1871,0,0,,,0,38,38,"   03  "
,Gas,08,050999,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT II","    3 U",,,0,0,,,0,781,781,"   03  "
,Gas,08,053480,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT #3","    2  ",,1871,0,0,,,0,30,30,"   03  "
Y,Gas,08,065197,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT #3","   39  ",,1871,0,0,,,0,40,40,"   03  "
Y,Gas,08,065458,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT #2","   50  ",,1871,0,0,,,0,16,16,"   03  "
,Gas,08,067365,"SAND HILLS (JUDKINS)","TUBB, J. B. -B-","    5 U",,,0,0,,,0,0,,
,Gas,08,068425,"SAND HILLS (JUDKINS)","J B TUBB J","    1  ",,,0,0,,,0,72,72,"   03  "
,Gas,08,070387,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT III","    5 U",,,0,0,,,0,666,666,"   03  "
,Gas,08,073752,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT II","    4 U",,,0,0,,,0,512,512,"   03  "
,Gas,08,076136,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT #3","  149 U",,1871,0,0,,,0,20,20,"   03  "
,Gas,08,076727,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT II","    5 U",,,0,0,,,0,228,228,"   03  "
Y,Gas,08,077865,"SAND HILLS (JUDKINS)","TUBB, J. B., A/C 1","  148  ",,1871,1,26,26,"   01  ",1,192,192,"   03  "
Y,Gas,08,078331,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT #2","  165 U",,1871,0,0,,,0,95,95,"   03  "
,Gas,08,078475,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT I","    4 U",,,0,0,,,0,216,216,"   03  "
Y,Gas,08,078525,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT #2","    2  ",,1871,0,0,,,0,214,214,"   03  "
,Gas,08,078734,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT III","    6  ",,,0,0,,,0,220,220,"   03  "
Y,Gas,08,081059,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 1","  176  ",,1871,1,26,26,"   01  ",1,48,48,"   03  "
,Gas,08,081180,"SAND HILLS (JUDKINS)","TUBB, J. B. ""B""","    1  ",,1373,0,0,,,0,67,67,"   03  "
,Gas,08,081975,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT III","    7 U",,,0,0,,,0,0,,
,Gas,08,082120,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 1","  182  ",,,0,14,13,"   01  ",1,38,38,"   03  "
,Gas,08,082366,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT II","    6  ",,,0,0,,,0,255,255,"   03  "
,Gas,08,082903,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT NO. 3","  189 U",,1871,0,0,,,0,30,30,"   03  "
,Gas,08,083595,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT #3","    3  ",,1871,0,0,,,0,30,30,"   03  "
,Gas,08,092948,"SAND HILLS (JUDKINS)","TUBB, J. B. ""B""","   21  ",,1373,8,12,12,"   01  ",8,129,129,"   03  "
,Gas,08,107402,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT NO. 2","  279  ",,1871,0,0,,,0,30,30,"   03  "
,Gas,08,108700,"SAND HILLS (JUDKINS)","J B TUBB F","   21 L",,,5,17,16,"   01  ",6,230,230,"   03  "
,Gas,08,108958,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 1","  288  ",,1871,1,26,26,"   01  ",1,36,36,"   03  "
Y,Gas,08,109068,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT NO. 3","  247 U",,1871,0,0,,,0,22,22,"   03  "
Y,Gas,08,109513,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT NO.2","   20  ",,1871,0,0,,,0,16,16,"   03  "
,Gas,08,113546,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 1","  292  ",,1871,0,14,13,"   01  ",1,71,71,"   03  "
,Gas,08,113794,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 1","  291  ",,1871,0,0,,,0,37,37,"   03  "
Y,Gas,08,116767,"SAND HILLS (JUDKINS)","TUBB, J. B. C","   20  ",,1871,0,0,,,0,595,595,"   03  "
Y,Gas,08,129304,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 2","  283  ",,1871,0,0,,,0,397,397,"   03  "
Y,Gas,08,130372,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 1","  280  ",,1871,0,0,,,0,16,16,"   03  "
